burst_time,arrival_time,queue_length,avg_burst_in_queue,time_since_last_task,bottleneck_score
4,48,13,5.538461538461538,5,3.1811764705882353
8,95,5,4.8,4,5.517241379310345
13,47,5,7.2,2,10.304878048780488
16,62,10,5.8,5,37.64705882352941
7,49,10,4.8,5,8.448275862068964
6,95,5,4.6,5,3.214285714285714
16,94,14,4.357142857142857,0,66.90133333333333
20,64,1,3.0,5,10.0
20,17,9,4.888888888888889,5,61.132075471698116
11,51,6,4.5,4,13.2
4,68,7,4.714285714285714,4,1.9599999999999997
19,68,15,5.666666666666667,3,81.225
12,97,11,6.0,4,22.628571428571426
5,63,3,1.6666666666666667,2,2.8124999999999996
12,33,5,5.6,3,10.90909090909091
5,14,2,7.5,2,0.5882352941176471
7,16,15,5.266666666666667,0,11.728723404255321
14,62,14,5.142857142857143,3,44.669767441860465
2,19,9,4.888888888888889,2,0.6113207547169811
6,100,10,4.5,0,6.545454545454545
9,97,1,1.0,2,4.05
12,25,11,4.454545454545454,5,29.040000000000003
1,52,14,5.357142857142857,4,0.2202247191011236
5,49,11,6.363636363636363,5,3.7345679012345676
15,16,13,6.615384615384615,0,38.409090909090914
1,32,2,6.5,4,0.026666666666666665
7,89,3,6.0,5,2.1
10,20,10,6.3,3,13.698630136986301
18,13,15,5.8,4,71.47058823529412
7,93,1,10.0,5,0.44545454545454544
11,68,4,7.5,0,5.694117647058824
10,94,10,6.1,4,14.084507042253524
3,78,14,5.142857142857143,1,2.051162790697674
3,12,14,5.714285714285714,2,1.876595744680851
16,88,12,7.083333333333333,4,38.00412371134021
5,48,9,6.111111111111111,5,3.1640625
2,22,12,5.25,2,0.768
4,86,0,0.0,2,0.0
12,22,14,5.071428571428571,5,33.20470588235294
10,54,11,4.818181818181818,3,18.90625
19,81,15,5.066666666666666,0,89.25824175824175
11,32,9,4.888888888888889,4,18.492452830188675
2,24,2,5.5,1,0.12307692307692308
6,96,4,7.5,0,1.6941176470588235
13,96,8,6.875,1,17.168253968253968
2,86,4,4.75,4,0.2782608695652174
11,75,12,5.583333333333333,0,22.055696202531646
4,45,13,6.6923076923076925,0,2.7039999999999997
4,77,13,6.769230769230769,2,2.6772277227722774
15,23,13,4.6923076923076925,3,51.38513513513514
5,8,7,5.428571428571429,2,2.7222222222222223
12,37,4,5.75,5,8.533333333333333
13,17,6,5.166666666666667,3,16.44324324324324
14,4,1,7.0,4,2.45
7,28,6,6.833333333333333,4,3.753191489361702
14,70,13,5.615384615384615,5,38.51627906976744
7,30,15,6.133333333333334,4,10.30373831775701
15,62,0,0.0,1,0.0
7,67,12,5.833333333333333,4,8.604878048780488
12,57,12,4.666666666666667,1,30.49411764705882
2,64,0,0.0,3,0.0
7,61,13,4.923076923076923,2,10.754545454545454
7,98,13,6.615384615384615,2,8.364646464646466
17,0,8,5.25,2,36.992000000000004
10,38,2,3.5,3,4.444444444444445
19,72,12,4.75,0,75.33913043478262
4,60,4,5.25,0,1.024
2,4,12,5.25,2,0.768
17,7,1,1.0,3,14.45
16,19,10,6.4,2,34.59459459459459
4,57,5,6.0,1,1.1428571428571428
17,15,15,4.133333333333334,4,84.44805194805194
9,67,7,5.0,5,9.45
14,29,3,5.666666666666667,4,8.82
19,20,3,6.666666666666667,1,14.126086956521737
9,18,1,8.0,1,0.9
19,82,5,7.6,3,20.988372093023255
7,44,4,4.75,1,3.4086956521739133
16,50,1,1.0,1,12.8
12,98,12,4.416666666666667,5,31.901538461538458
8,92,5,5.2,0,5.161290322580645
7,31,8,3.0,3,9.8
10,87,12,5.333333333333333,2,18.947368421052634
18,31,12,5.166666666666667,2,63.048648648648644
3,55,13,5.846153846153846,3,1.708988764044944
14,17,2,5.0,5,6.533333333333334
2,46,14,6.071428571428571,2,0.7919191919191919
7,46,3,6.333333333333333,2,2.004545454545455
7,89,6,5.333333333333333,2,4.642105263157895
2,82,3,4.666666666666667,4,0.2117647058823529
17,96,1,3.0,5,7.225
13,51,12,5.25,0,32.448
4,94,1,9.0,5,0.16
18,63,15,4.666666666666667,4,85.76470588235294
18,20,6,5.666666666666667,1,29.159999999999997
7,81,12,4.916666666666667,1,9.938028169014085
12,55,0,0.0,5,0.0
6,61,10,4.7,4,6.315789473684211
5,37,8,3.375,3,4.571428571428571
7,51,11,5.181818181818182,2,8.719117647058823
17,56,6,6.0,0,24.77142857142857
18,23,9,6.0,0,41.65714285714286
1,88,2,1.0,4,0.1
4,13,14,6.071428571428571,3,3.1676767676767676
8,56,10,5.2,2,10.32258064516129
2,37,4,7.0,4,0.2
16,99,3,8.0,3,8.533333333333333
15,39,14,5.642857142857143,1,47.41935483870967
2,8,12,5.0,1,0.8
16,16,9,4.0,3,46.08
10,74,3,5.333333333333333,0,4.736842105263158
7,98,6,6.166666666666667,5,4.102325581395348
13,51,9,7.888888888888889,2,17.11125
17,9,2,3.5,5,12.844444444444443
14,84,5,6.8,2,12.564102564102566
5,98,15,4.8,1,6.465517241379311
1,9,12,5.583333333333333,0,0.18227848101265823
4,9,10,5.2,1,2.5806451612903225
4,23,0,0.0,3,0.0
10,60,1,1.0,2,5.0
18,6,11,4.2727272727272725,3,67.59310344827585
20,14,11,6.181818181818182,2,61.26582278481013
6,59,11,6.090909090909091,1,5.584615384615384
17,80,10,6.5,1,38.53333333333333
6,81,3,5.666666666666667,4,1.6199999999999999
6,8,2,6.0,4,1.0285714285714285
20,25,15,4.733333333333333,4,100.0
19,70,6,3.5,5,48.13333333333334
13,80,0,0.0,2,0.0
5,13,11,5.2727272727272725,0,4.384057971014493
14,57,0,0.0,3,0.0
5,20,10,5.0,5,4.166666666666667
10,48,15,5.8,0,22.058823529411764
8,39,11,3.909090909090909,5,14.340740740740738
15,32,15,5.466666666666667,3,52.19072164948453
8,66,10,6.5,0,8.533333333333333
6,99,4,4.0,2,2.88
15,42,14,6.071428571428571,0,44.54545454545455
12,86,2,7.5,3,3.388235294117647
16,36,11,5.454545454545454,1,43.62816901408451
19,37,1,8.0,1,4.011111111111111
18,36,7,6.142857142857143,2,31.752
18,56,0,0.0,3,0.0
18,9,1,6.0,0,4.628571428571429
13,33,13,5.615384615384615,1,33.210465116279074
1,17,0,0.0,1,0.0
8,63,13,7.0,1,10.4
4,75,0,0.0,5,0.0
2,27,7,6.0,3,0.4
7,10,12,5.333333333333333,0,9.28421052631579
2,91,3,4.333333333333333,4,0.225
5,45,4,4.25,1,1.9047619047619047
6,7,10,4.9,4,6.101694915254237
4,62,5,6.0,0,1.1428571428571428
17,17,8,4.375,3,43.01395348837209
4,94,5,5.2,4,1.2903225806451613
12,62,3,5.666666666666667,3,6.4799999999999995
16,18,15,5.266666666666667,3,61.276595744680854
13,63,0,0.0,2,0.0
9,57,15,4.533333333333333,1,21.957831325301207
11,3,15,6.266666666666667,1,24.977064220183486
18,22,1,7.0,1,4.05
16,25,1,7.0,1,3.2
11,69,1,5.0,1,2.0166666666666666
7,53,3,4.333333333333333,5,2.75625
5,63,12,6.75,2,3.870967741935484
6,20,15,4.866666666666666,3,9.204545454545455
9,55,13,4.615384615384615,0,18.75205479452055
16,45,13,6.615384615384615,2,43.701010101010105
16,57,5,5.8,1,18.823529411764707
1,88,9,5.0,5,0.15
6,94,8,5.75,3,4.266666666666667
14,57,11,6.818181818181818,1,27.57674418604651
13,46,14,5.285714285714286,2,37.64090909090909
18,61,15,6.6,4,63.94736842105264
3,56,6,4.833333333333333,1,0.9257142857142858
5,48,14,5.214285714285714,5,5.6321839080459775
19,36,5,5.2,4,29.112903225806452
13,20,3,7.333333333333333,5,6.084000000000001
11,38,6,6.833333333333333,1,9.26808510638298
13,82,8,8.5,2,14.231578947368423
9,83,8,3.625,3,14.010810810810813
8,49,14,4.142857142857143,5,17.42222222222222
10,36,12,5.583333333333333,4,18.227848101265824
11,16,12,7.25,4,17.6
11,61,1,10.0,3,1.1
5,100,2,3.5,1,1.1111111111111112
6,19,0,0.0,1,0.0
6,72,8,5.125,3,4.70204081632653
9,82,1,9.0,0,0.8099999999999999
1,73,2,4.5,3,0.03636363636363636
2,46,14,4.571428571428571,2,1.005128205128205
20,40,0,0.0,4,0.0
5,35,15,4.4,3,6.944444444444445
20,66,2,7.0,0,10.0
13,23,7,5.0,2,19.716666666666665
9,13,5,4.0,0,8.1
12,17,0,0.0,2,0.0
4,66,1,4.0,0,0.32
13,64,8,5.375,4,21.2078431372549
7,0,15,6.133333333333334,0,10.30373831775701
6,0,14,3.7142857142857144,3,10.690909090909091
8,88,14,6.357142857142857,4,12.17864077669903
19,76,2,3.5,0,16.044444444444444
11,21,3,6.666666666666667,4,4.734782608695651
1,88,12,4.083333333333333,4,0.23606557377049184
4,27,10,5.0,0,2.6666666666666665
15,44,8,7.875,2,20.28169014084507
4,45,9,5.222222222222222,5,2.314285714285714
14,66,12,5.833333333333333,1,34.41951219512195
6,33,0,0.0,0,0.0
14,71,0,0.0,5,0.0
15,39,7,7.428571428571429,2,18.6864406779661
3,39,1,6.0,1,0.12857142857142856
20,19,0,0.0,2,0.0
7,18,12,8.25,0,6.3567567567567576
10,42,15,4.6,5,26.78571428571429
8,41,1,6.0,2,0.9142857142857143
6,49,8,6.0,1,4.114285714285714
13,37,13,4.153846153846154,0,42.62835820895522
7,83,0,0.0,0,0.0
9,57,7,5.571428571428571,4,8.628260869565219
13,21,12,5.083333333333333,2,33.33698630136986
7,74,2,7.5,0,1.1529411764705881
5,9,1,10.0,3,0.22727272727272724
1,32,15,5.466666666666667,1,0.23195876288659795
14,84,10,6.3,5,26.849315068493155
15,17,4,4.75,4,15.652173913043478
16,22,2,7.5,2,6.023529411764706
12,23,1,9.0,3,1.44
20,75,1,4.0,0,8.0
18,96,1,6.0,1,4.628571428571429
7,40,9,7.777777777777778,3,5.024050632911392
5,14,15,6.066666666666666,5,5.306603773584906
7,94,9,4.0,5,8.819999999999999
6,79,6,4.5,5,3.927272727272727
19,54,1,10.0,4,3.281818181818182
11,60,10,5.2,5,19.516129032258064
8,74,5,7.0,1,4.0
4,59,6,7.666666666666667,2,1.1076923076923075
7,97,12,4.166666666666667,2,11.380645161290321
18,56,7,3.2857142857142856,4,52.92
16,10,12,6.5,5,40.96
17,70,1,7.0,2,3.6125
11,62,1,4.0,2,2.4200000000000004
3,13,4,6.5,1,0.4800000000000001
4,55,12,6.916666666666667,0,2.425263157894737
8,36,6,6.333333333333333,0,5.236363636363637
7,65,12,6.083333333333333,2,8.301176470588235
16,72,11,6.0,3,40.22857142857143
20,78,10,7.3,4,48.192771084337345
7,59,13,6.230769230769231,0,8.809574468085106
17,34,11,6.7272727272727275,2,41.14
18,55,3,5.666666666666667,4,14.579999999999998
15,77,3,6.333333333333333,3,9.204545454545455
18,30,13,4.6923076923076925,2,73.99459459459459
8,92,11,5.0,5,11.733333333333333
17,42,2,5.0,3,9.633333333333335
6,6,10,5.4,0,5.625
10,63,9,4.222222222222222,4,17.23404255319149
20,64,0,0.0,0,0.0
19,98,14,5.857142857142857,4,73.70416666666668
16,24,0,0.0,0,0.0
1,15,4,5.75,5,0.059259259259259255
6,5,8,5.5,5,4.430769230769231
5,62,11,6.2727272727272725,3,3.78125
4,100,8,5.625,3,1.9320754716981132
4,62,7,8.285714285714286,1,1.2061538461538461
10,47,14,6.642857142857143,3,18.317757009345794
5,85,4,5.25,0,1.6
3,51,2,6.5,1,0.24000000000000005
10,8,3,6.0,5,4.2857142857142865
9,71,6,4.5,1,8.836363636363638
18,81,14,5.928571428571429,3,65.4680412371134
6,11,2,4.0,1,1.44
6,5,9,4.0,0,6.4799999999999995
5,47,9,2.888888888888889,1,5.7857142857142865
14,97,6,3.8333333333333335,2,24.331034482758618
5,42,15,5.4,2,5.859375
12,90,12,4.416666666666667,1,31.901538461538458
8,70,6,6.333333333333333,1,5.236363636363637
3,4,7,6.142857142857143,0,0.882
4,49,10,7.3,5,1.9277108433734937
18,79,3,6.666666666666667,1,12.678260869565216
18,73,7,5.285714285714286,0,36.08181818181818
10,99,12,6.166666666666667,1,16.74418604651163
15,61,2,7.5,0,5.294117647058823
5,55,8,6.0,1,2.857142857142857
11,74,11,5.636363636363637,4,20.056164383561644
7,4,5,6.4,0,3.3108108108108105
6,97,4,5.25,5,2.304
17,28,3,7.0,0,10.8375
18,3,2,5.5,3,9.96923076923077
3,30,4,7.25,2,0.43636363636363634
18,74,8,6.5,0,34.559999999999995
7,62,14,6.0,3,9.8
17,36,1,9.0,0,2.8899999999999997
17,20,2,8.5,5,6.08421052631579
17,10,14,7.928571428571429,4,45.3152
8,91,7,5.285714285714286,0,7.127272727272727
12,31,10,5.8,3,21.176470588235293
12,32,1,8.0,3,1.6
12,40,12,5.75,4,25.6
14,17,5,5.8,4,14.411764705882353
13,77,5,5.0,4,14.083333333333332
3,64,14,5.857142857142857,0,1.8375
18,9,2,7.5,3,7.623529411764705
4,5,6,5.666666666666667,2,1.44
17,94,5,2.8,4,38.026315789473685
19,27,3,5.333333333333333,3,17.1
17,30,8,5.25,0,36.992000000000004
16,7,9,5.0,0,38.4
18,90,1,5.0,2,5.4
8,10,4,6.5,3,3.413333333333333
14,55,8,6.25,0,21.627586206896552
1,92,14,6.785714285714286,1,0.1798165137614679
18,56,4,6.75,3,16.722580645161294
18,19,2,7.5,5,7.623529411764705
8,48,5,3.4,2,7.272727272727272
15,64,10,4.9,4,38.13559322033898
8,21,4,5.0,2,4.266666666666667
14,49,5,6.0,0,14.0
10,64,13,4.923076923076923,1,21.948051948051948
14,53,15,4.666666666666667,2,51.882352941176464
3,71,0,0.0,1,0.0
20,99,1,3.0,5,10.0
2,12,9,5.333333333333333,3,0.568421052631579
9,9,0,0.0,0,0.0
18,48,4,5.75,4,19.2
9,46,4,8.25,4,3.5027027027027033
7,75,11,6.818181818181818,5,6.894186046511628
2,63,13,5.384615384615385,3,0.814457831325301
4,9,8,3.875,0,2.6256410256410256
9,50,8,4.875,2,11.029787234042553
14,91,7,3.142857142857143,5,33.11724137931035
1,20,9,7.111111111111111,1,0.11095890410958904
13,0,13,5.0,5,36.61666666666666
9,28,2,5.5,2,2.4923076923076923
8,69,11,4.7272727272727275,0,12.292063492063491
10,33,1,4.0,1,2.0
12,100,9,7.0,3,16.2
9,43,5,4.6,1,7.232142857142857
4,46,3,4.333333333333333,5,0.9
15,28,15,6.066666666666666,2,47.759433962264154
19,74,11,4.7272727272727275,2,69.33492063492062
6,67,9,4.0,0,6.4799999999999995
17,16,10,4.8,4,49.827586206896555
5,70,10,6.5,1,3.333333333333333
6,50,3,3.6666666666666665,4,2.3142857142857145
8,7,15,5.733333333333333,0,14.257425742574256
4,42,7,6.714285714285714,2,1.4518518518518517
18,3,9,5.333333333333333,0,46.04210526315789
15,92,15,4.933333333333334,2,56.882022471910105
14,85,1,6.0,5,2.8
6,14,4,5.75,0,2.1333333333333333
8,9,10,5.0,5,10.666666666666666
13,85,14,5.071428571428571,0,38.96941176470588
1,67,2,5.5,0,0.03076923076923077
6,42,3,4.666666666666667,5,1.9058823529411764
8,4,6,3.8333333333333335,5,7.9448275862068956
3,52,7,4.714285714285714,4,1.1025
18,42,6,4.333333333333333,0,36.45
7,54,2,5.5,1,1.5076923076923077
4,64,13,4.923076923076923,3,3.5116883116883115
15,43,5,6.0,2,16.071428571428573
17,23,14,5.642857142857143,3,60.90752688172042
5,62,6,5.833333333333333,2,2.195121951219512
17,88,4,4.0,3,23.119999999999997
4,71,12,5.083333333333333,3,3.156164383561644
12,44,12,6.083333333333333,0,24.395294117647058
2,65,1,9.0,2,0.04
9,12,3,6.666666666666667,4,3.169565217391304
1,50,5,5.4,3,0.078125
12,4,0,0.0,3,0.0
5,85,15,6.8,2,4.807692307692308
8,21,3,7.0,3,2.4
7,73,3,9.333333333333334,3,1.4225806451612901
18,26,0,0.0,2,0.0
9,8,10,5.1,1,13.278688524590166
10,3,2,6.0,3,2.857142857142857
18,32,6,6.5,0,25.919999999999998
18,35,15,6.0,0,69.42857142857143
2,53,2,5.5,0,0.12307692307692308
15,94,7,5.714285714285714,3,23.457446808510635
19,9,8,5.875,5,42.00727272727273
14,20,10,5.3,2,31.111111111111114
11,38,15,6.0,3,25.928571428571427
2,55,4,5.0,5,0.26666666666666666
9,53,11,5.363636363636363,4,14.001428571428573
5,75,6,5.5,0,2.3076923076923075
14,85,13,6.0,5,36.4
5,35,2,3.0,3,1.25
19,2,4,8.0,4,16.044444444444444
19,62,10,6.8,2,46.282051282051285
10,95,12,6.75,3,15.483870967741936
10,62,10,6.0,4,14.285714285714286
3,17,13,5.0,3,1.95
4,10,12,6.0,3,2.742857142857143
5,23,3,6.666666666666667,0,0.9782608695652174
1,79,12,4.583333333333333,3,0.21492537313432836
5,75,6,6.0,2,2.1428571428571432
13,79,15,6.266666666666667,5,34.88532110091743
1,86,5,4.8,4,0.08620689655172414
18,75,1,8.0,3,3.6
14,11,0,0.0,5,0.0
14,91,10,6.1,2,27.605633802816904
9,33,8,4.625,5,11.52
9,49,7,5.285714285714286,0,9.020454545454545
19,20,11,5.181818181818182,5,64.23676470588235
8,78,12,5.916666666666667,4,11.103614457831323
15,17,9,6.444444444444445,0,27.20149253731343
20,12,12,6.083333333333333,3,67.76470588235296
10,60,0,0.0,1,0.0
15,77,11,6.0,4,35.357142857142854
5,54,4,7.25,0,1.2121212121212122
13,71,10,5.6,2,25.606060606060606
11,9,10,5.4,1,18.90625
15,51,8,4.25,0,34.28571428571429
6,83,1,10.0,2,0.32727272727272727
19,82,10,7.0,1,45.125
7,83,7,4.857142857142857,3,5.856097560975611
4,58,1,6.0,2,0.22857142857142856
17,71,4,5.25,0,18.496000000000002
8,95,0,0.0,1,0.0
7,100,15,4.666666666666667,0,12.970588235294116
2,77,15,6.066666666666666,0,0.8490566037735849
8,33,14,5.142857142857143,5,14.586046511627904
19,27,7,5.428571428571429,5,39.30888888888889
11,49,4,4.75,2,8.417391304347827
16,73,15,5.133333333333334,0,62.608695652173914
15,57,4,3.0,2,22.5
5,70,7,7.142857142857143,1,2.1491228070175437
1,47,9,4.666666666666667,3,0.1588235294117647
6,2,14,4.642857142857143,1,8.931645569620253
12,13,4,4.5,0,10.472727272727273
2,15,5,6.4,2,0.27027027027027023
5,42,7,5.571428571428571,0,2.66304347826087
18,31,13,5.230769230769231,0,67.6
4,47,13,5.923076923076923,2,3.0044444444444443
5,6,7,6.142857142857143,2,2.45
4,64,11,5.181818181818182,5,2.847058823529412
10,0,0,0.0,5,0.0
12,11,1,1.0,5,7.2
11,96,14,6.142857142857143,1,23.715999999999998
19,77,15,5.866666666666666,3,78.85922330097088
12,54,0,0.0,1,0.0
10,99,12,4.916666666666667,3,20.28169014084507
8,72,9,6.666666666666667,5,7.513043478260869
2,60,9,5.0,4,0.6
8,61,0,0.0,5,0.0
8,63,11,4.909090909090909,3,11.913846153846155
2,24,2,6.5,1,0.10666666666666666
11,33,1,8.0,2,1.3444444444444446
12,49,5,5.2,0,11.612903225806452
20,79,14,6.142857142857143,3,78.4
4,14,12,5.666666666666667,5,2.88
2,20,6,4.833333333333333,4,0.41142857142857137
9,87,9,5.888888888888889,5,10.582258064516129
18,48,2,7.0,0,8.1
1,94,14,6.071428571428571,3,0.19797979797979798
1,48,4,5.0,4,0.06666666666666667
13,5,11,6.2727272727272725,0,25.56125
13,65,1,9.0,5,1.6900000000000002
20,48,11,5.363636363636363,0,69.14285714285715
1,39,11,5.818181818181818,4,0.16133333333333333
10,25,6,7.333333333333333,3,7.200000000000001
11,83,13,6.923076923076923,0,19.853398058252427
3,26,9,5.777777777777778,2,1.1950819672131148
1,32,4,3.75,5,0.08421052631578947
10,46,0,0.0,2,0.0
3,36,1,3.0,5,0.225
16,48,5,4.8,5,22.06896551724138
15,97,1,6.0,5,3.214285714285714
16,25,12,7.083333333333333,3,38.00412371134021
17,98,11,7.181818181818182,5,38.85444444444445
18,13,5,3.8,5,33.75
1,28,6,5.666666666666667,1,0.09
5,85,12,5.916666666666667,4,4.337349397590361
20,32,10,5.5,2,61.53846153846155
1,57,5,6.4,1,0.06756756756756756
16,88,4,5.75,3,15.17037037037037
3,65,15,6.066666666666666,1,1.9103773584905661
16,78,15,5.066666666666666,0,63.2967032967033
8,86,2,9.0,1,1.28
2,99,6,7.0,4,0.3
4,73,11,6.181818181818182,0,2.450632911392405
8,31,8,4.0,4,10.24
9,94,6,4.666666666666667,3,8.576470588235294
1,86,14,5.357142857142857,1,0.2202247191011236
1,99,6,7.333333333333333,5,0.07200000000000002
12,91,5,4.6,1,12.857142857142856
12,99,5,5.2,3,11.612903225806452
1,20,6,6.333333333333333,1,0.08181818181818183
6,45,7,4.285714285714286,5,4.767567567567568
11,33,6,5.666666666666667,0,10.889999999999999
11,34,14,6.0,5,24.2
12,53,12,6.416666666666667,0,23.298876404494383
19,83,1,2.0,2,12.033333333333333
1,71,5,5.6,5,0.07575757575757576
9,20,7,5.571428571428571,4,8.628260869565219
8,80,2,5.5,5,1.9692307692307693
9,63,1,6.0,3,1.1571428571428573
8,13,4,6.5,1,3.413333333333333
16,41,4,3.75,3,21.557894736842105
20,46,9,5.777777777777778,4,53.11475409836066
4,19,3,4.0,1,0.9600000000000002
5,45,0,0.0,4,0.0
18,3,14,5.857142857142857,3,66.15
4,61,12,5.583333333333333,5,2.9164556962025316
16,20,14,6.571428571428571,5,47.33584905660378
16,76,11,5.909090909090909,2,40.757894736842104
18,90,11,5.181818181818182,1,57.652941176470584
4,48,0,0.0,3,0.0
12,31,2,5.5,2,4.430769230769231
11,84,15,4.866666666666666,2,30.937500000000007
13,44,6,5.0,4,16.9
7,92,5,7.6,5,2.8488372093023253
5,34,13,5.923076923076923,3,4.694444444444445
7,27,2,2.0,3,3.266666666666667
5,83,1,1.0,3,1.25
14,69,9,4.666666666666667,4,31.12941176470588
14,77,4,2.25,3,24.123076923076923
1,95,8,4.75,3,0.1391304347826087
10,48,4,6.5,4,5.333333333333333
19,43,15,5.266666666666667,1,86.40957446808511
17,66,10,6.8,5,37.05128205128206
8,6,9,5.333333333333333,1,9.094736842105265
16,55,13,5.615384615384615,0,50.30697674418605
17,74,5,6.6,5,19.013157894736842
12,8,0,0.0,0,0.0
13,68,0,0.0,5,0.0
9,65,1,8.0,5,0.9
14,3,7,5.0,0,22.866666666666667
4,69,15,5.733333333333333,0,3.564356435643564
14,30,15,4.333333333333333,2,55.125
3,61,8,5.625,1,1.0867924528301889
8,38,2,5.0,5,2.1333333333333333
15,45,5,6.0,2,16.071428571428573
1,1,0,0.0,4,0.0
19,62,10,5.9,3,52.31884057971014
14,34,0,0.0,5,0.0
8,42,2,5.5,5,1.9692307692307693
6,75,6,4.666666666666667,3,3.8117647058823527
2,94,1,5.0,2,0.06666666666666667
18,10,8,4.25,2,49.37142857142857
16,78,10,5.8,5,37.64705882352941
20,95,14,4.928571428571429,2,94.4578313253012
4,10,2,8.0,1,0.3555555555555555
12,68,8,6.875,4,14.628571428571428
6,8,9,5.777777777777778,5,4.780327868852459
2,94,7,5.428571428571429,4,0.4355555555555556
9,36,2,6.0,2,2.3142857142857145
11,98,9,5.444444444444445,1,16.898275862068964
6,83,2,5.5,2,1.1076923076923078
18,53,10,5.4,4,50.625
11,34,14,7.0,1,21.175
9,37,14,5.357142857142857,2,17.838202247191013
2,81,7,5.428571428571429,5,0.4355555555555556
10,77,13,4.0,4,26.0
12,61,7,5.714285714285714,4,15.012765957446808
1,67,7,4.714285714285714,0,0.12249999999999998
18,89,8,6.0,5,37.02857142857143
2,86,3,5.333333333333333,5,0.18947368421052632
15,92,4,3.5,1,20.0
12,73,15,5.8,5,31.76470588235294
12,10,3,3.3333333333333335,3,9.969230769230768
5,49,6,7.333333333333333,2,1.8000000000000003
17,88,3,3.6666666666666665,5,18.57857142857143
6,51,6,5.833333333333333,5,3.1609756097560977
7,61,15,5.733333333333333,4,10.915841584158416
8,75,11,4.7272727272727275,4,12.292063492063491
14,18,8,5.5,1,24.123076923076923
19,54,8,5.375,5,45.30196078431372
6,18,0,0.0,3,0.0
9,43,4,5.75,2,4.8
17,5,6,2.6666666666666665,0,47.290909090909096
14,3,5,5.2,1,15.806451612903226
18,27,5,6.6,4,21.315789473684212
5,72,10,5.4,4,3.90625
19,24,0,0.0,3,0.0
18,87,5,7.2,2,19.75609756097561
18,0,13,4.461538461538462,5,77.12112676056339
16,25,7,5.714285714285714,2,26.689361702127655
16,16,9,6.555555555555555,1,30.49411764705882
14,89,15,4.533333333333333,1,53.13253012048193
14,97,12,6.0,1,33.6
16,34,15,4.2,3,73.84615384615384
8,52,6,4.666666666666667,2,6.776470588235293
11,78,9,5.0,1,18.15
12,14,14,5.071428571428571,3,33.20470588235294
12,67,15,4.6,2,38.57142857142857
5,35,4,6.0,1,1.4285714285714286
17,82,11,5.454545454545454,3,49.25211267605634
9,70,12,4.583333333333333,0,17.408955223880596
2,71,11,5.0,1,0.7333333333333333
18,73,14,6.142857142857143,2,63.504
6,16,15,6.2,1,7.5
4,38,1,10.0,4,0.14545454545454545
5,67,8,6.375,5,2.711864406779661
7,91,0,0.0,0,0.0
10,51,12,4.083333333333333,5,23.60655737704918
3,97,5,6.6,4,0.5921052631578948
12,58,6,5.0,1,14.4
14,46,10,6.5,2,26.133333333333333
13,35,10,7.0,4,21.125
12,43,12,4.166666666666667,1,33.445161290322574
3,80,0,0.0,2,0.0
1,4,15,5.2,3,0.24193548387096775
4,26,15,5.2,4,3.870967741935484
19,72,9,6.0,5,46.41428571428572
17,73,1,5.0,1,4.816666666666667
18,54,6,6.0,4,27.771428571428572
14,83,13,6.3076923076923075,3,34.86736842105263
